URL,ID,Address,City,Postal_code,Total_price,Date,Charges,Area,Bedrooms,Type_of_property,Construction_year,Floor
https://www.finn.no/realestate/homes/ad.html?finnkode=288880573,288880573,Sloraveien 23,Langhus,1405.0,7483842.0,2023-01-24,183842.0,192.0,4.0,Enebolig,1967,2
https://www.finn.no/realestate/homes/ad.html?finnkode=285259341,285259341,Lillebergvegen 6 B,Trondheim,7052.0,2398133.0,2023-01-24,5648.0,36.0,1.0,Leilighet,1962,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288878412,288878412,Sommerroveien 13,Sandefjord,3225.0,2573554.0,2023-01-24,1132.0,73.0,2.0,Leilighet,1967,1
https://www.finn.no/realestate/homes/ad.html?finnkode=272737352,272737352,Frysjaveien 42D,Oslo,884.0,15488340.0,2023-01-24,88340.0,120.0,3.0,Leilighet,2022,8
https://www.finn.no/realestate/homes/ad.html?finnkode=278583839,278583839,Døliringen 30A,Jessheim,2050.0,5533032.0,2023-01-24,10032.0,78.0,3.0,Leilighet,2022,5
https://www.finn.no/realestate/homes/ad.html?finnkode=288878279,288878279,Barkedalsskogen 15,Kråkerøy,1675.0,9226420.0,2023-01-24,226420.0,247.0,2.0,Enebolig,1990,3
https://www.finn.no/realestate/homes/ad.html?finnkode=282188237,282188237,Lindtruppbakken 12 C,Drøbak,1440.0,2861484.0,2023-01-24,5218.0,43.0,1.0,Leilighet,1959,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288772639,288772639,Parkveien 86,Bodø,8005.0,2970827.0,2023-01-24,10032.0,56.0,1.0,Leilighet,2000,3
https://www.finn.no/realestate/homes/ad.html?finnkode=277464950,277464950,Seljeveien 31,Oslo,575.0,5331892.0,2023-01-24,141892.0,59.0,2.0,Leilighet,2013,3
https://www.finn.no/realestate/homes/ad.html?finnkode=285182472,285182472,Industrigata 31A,Oslo,357.0,5152878.0,2023-01-24,12878.0,42.0,1.0,Leilighet,1938,4
https://www.finn.no/realestate/homes/ad.html?finnkode=276085598,276085598,Lundekroken 34,Billingstad,1396.0,5113520.0,2023-01-24,133520.0,76.0,2.0,Leilighet,2008,3
https://www.finn.no/realestate/homes/ad.html?finnkode=288876291,288876291,Rugdeberget 8,Oslo,1266.0,3781400.0,2023-01-24,16660.0,79.0,3.0,Leilighet,1984,4
https://www.finn.no/realestate/homes/ad.html?finnkode=288875484,288875484,Skårer Terrasse 22,Lørenskog,1473.0,4047885.0,2023-01-24,8659.0,80.0,3.0,Leilighet,1967,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288747794,288747794,Kolstadflata 15A,Saupstad,7098.0,2932053.0,2023-01-24,8901.0,93.0,3.0,Leilighet,1971,4
https://www.finn.no/realestate/homes/ad.html?finnkode=273281754,273281754,Mosebyveien 4A,Setskog,1954.0,2194842.0,2023-01-24,54842.0,67.0,2.0,Leilighet,2004,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288822712,288822712,Øverbygdsvegen 3B,Biri,2836.0,1795092.0,2023-01-24,45092.0,67.0,1.0,Rekkehus,1982,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288818098,288818098,Mosseveien 20,Oslo,192.0,6663842.0,2023-01-24,163842.0,89.0,3.0,Leilighet,1899,2
https://www.finn.no/realestate/homes/ad.html?finnkode=288852580,288852580,ringen 37 A,Saupstad,7078.0,2511354.0,2023-01-24,7175.0,93.0,3.0,Leilighet,1973,3
https://www.finn.no/realestate/homes/ad.html?finnkode=274683430,274683430,Gråkamveien 12,Oslo,779.0,35891870.0,2023-01-24,891870.0,213.0,4.0,Enebolig,1953,2
https://www.finn.no/realestate/homes/ad.html?finnkode=281463882,281463882,Skonnertveien 18,KristiansandS,4624.0,3014003.0,2023-01-24,16503.0,61.0,2.0,Leilighet,2017,2
https://www.finn.no/realestate/homes/ad.html?finnkode=288759418,288759418,Fantoftvegen 36,Bergen,5072.0,4109470.0,2023-01-24,109470.0,72.0,2.0,Leilighet,1993,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288872044,288872044,Shetlands-Larsens Vei 21,Fyllingsdalen,5143.0,4357631.0,2023-01-24,17800.0,76.0,2.0,Leilighet,2013,2
https://www.finn.no/realestate/homes/ad.html?finnkode=279261313,279261313,Vide,Video,,3560032.0,2023-01-24,10032.0,109.0,3.0,Leilighet,1947,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288871769,288871769,Horgvegen 15,Ranheim,7055.0,4613620.0,2023-01-24,123620.0,76.0,2.0,Leilighet,2014,3
https://www.finn.no/realestate/homes/ad.html?finnkode=262160328,262160328,Dronningens Gate 1,Bodø,8006.0,4603420.0,2023-01-24,113420.0,47.0,1.0,Leilighet,2021,12
https://www.finn.no/realestate/homes/ad.html?finnkode=288382689,288382689,360° Visnin,°Visning,360.0,1991770.0,2023-01-24,273780.0,30.0,0.0,Leilighet,1967,3
https://www.finn.no/realestate/homes/ad.html?finnkode=288736660,288736660,Goastemmen 13,Randaberg,4073.0,2978901.0,2023-01-24,8900.0,68.0,2.0,Leilighet,2011,1
https://www.finn.no/realestate/homes/ad.html?finnkode=283653894,283653894,Herreperveien 9,Frogner,2016.0,4927990.0,2023-01-24,128990.0,80.0,3.0,Leilighet,2015,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288397606,288397606,Norbygata 17,Oslo,187.0,3963992.0,2023-01-24,97992.0,37.0,1.0,Leilighet,1989,7
https://www.finn.no/realestate/homes/ad.html?finnkode=282060013,282060013,Lyngstadtunet 3,Sveio,5550.0,2458522.0,2023-01-24,68522.0,84.0,2.0,Rekkehus,2006,1
https://www.finn.no/realestate/homes/ad.html?finnkode=288855319,288855319,Ivar Knutsons Vei 25,Oslo,1161.0,10293401.0,2023-01-24,9401.0,105.0,3.0,Leilighet,1980,3
https://www.finn.no/realestate/homes/ad.html?finnkode=288868600,288868600,Kalderaveien 9,Eiksmarka,1359.0,10148870.0,2023-01-24,248870.0,123.0,3.0,Leilighet,2002,3
https://www.finn.no/realestate/homes/ad.html?finnkode=268827831,268827831,Thorleif Haugs Vei 57,Oslo,791.0,12294648.0,2023-01-24,301162.0,166.0,4.0,Tomannsbolig,2013,3
https://www.finn.no/realestate/homes/ad.html?finnkode=288860417,288860417,Stalsberg Terrasse 12,Strømmen,2010.0,3184901.0,2023-01-24,8901.0,69.0,2.0,Leilighet,1965,2
https://www.finn.no/realestate/homes/ad.html?finnkode=288867269,288867269,Nedre Terrasseveg 6,Stjørdal,7506.0,2324765.0,2023-01-24,7860.0,51.0,1.0,Leilighet,2005,-1
https://www.finn.no/realestate/homes/ad.html?finnkode=251761946,251761946,Wessels Gate 1B,Oslo,165.0,7170730.0,2023-01-24,176442.0,77.0,3.0,Leilighet,1892,2
https://www.finn.no/realestate/homes/ad.html?finnkode=280442818,280442818,Odelsvegen 10,Jessheim,2063.0,3486342.0,2023-01-24,86342.0,46.0,2.0,Leilighet,2018,3
https://www.finn.no/realestate/homes/ad.html?finnkode=286537006,286537006,Buveien 2,Moss,1534.0,4422822.0,2023-01-24,122822.0,147.0,2.0,Enebolig,1964,2
https://www.finn.no/realestate/homes/ad.html?finnkode=288864523,288864523,Frydensborgveien 12B,Kragerø,3772.0,1265737.0,2023-01-24,8962.0,85.0,3.0,Leilighet,1973,4
https://www.finn.no/realestate/homes/ad.html?finnkode=288864340,288864340,Bjørgelien 96,Fyllingsdalen,5141.0,4511892.0,2023-01-24,121892.0,80.0,2.0,Leilighet,2004,4
https://www.finn.no/realestate/homes/ad.html?finnkode=281542266,281542266,Øvre Langgate 92,Klavestadhaugen,1743.0,2563842.0,2023-01-24,63842.0,87.0,3.0,Enebolig,1955,3
https://www.finn.no/realestate/homes/ad.html?finnkode=282671059,282671059,Klevaveien 10,Greåker,1719.0,3383842.0,2023-01-24,83842.0,114.0,2.0,Enebolig,1890,1
https://www.finn.no/realestate/homes/ad.html?finnkode=255222416,255222416,Holmenveien 46 C,Oslo,376.0,25430670.0,2023-01-24,630670.0,156.0,3.0,Leilighet,2017,2
https://www.finn.no/realestate/homes/ad.html?finnkode=288863838,288863838,Skøyenveien 55,Oslo,375.0,10047779.0,2023-01-24,15779.0,91.0,3.0,Leilighet,1983,2
https://www.finn.no/realestate/homes/ad.html?finnkode=276486864,276486864,Disenveien 27,Oslo,587.0,3749443.0,2023-01-24,10032.0,33.0,0.0,Leilighet,1960,7
https://www.finn.no/realestate/homes/ad.html?finnkode=288860198,288860198,Lundheim Allé 2,GamleFredrikstad,1636.0,3517705.0,2023-01-24,87080.0,73.0,2.0,Leilighet,2003,2
https://www.finn.no/realestate/homes/ad.html?finnkode=288862365,288862365,Fredsbergvegen 25,Ålesund,6009.0,4280404.0,2023-01-24,13404.0,99.0,3.0,Leilighet,1978,3
https://www.finn.no/realestate/homes/ad.html?finnkode=285672975,285672975,Thereses Gate 16G,Oslo,452.0,4597879.0,2023-01-24,122540.0,44.0,1.0,Leilighet,1914,2
